iter	Logloss
189	0.06283890925
190	0.06236155407
191	0.06204813554
192	0.06181646691
193	0.06141123291
194	0.06104499705
195	0.06049424194
196	0.0601925862
197	0.059589832
198	0.05933939213
199	0.05887140634
200	0.05848594565
201	0.05800539521
202	0.05733714993
203	0.0569766763
204	0.05660929059
205	0.05626883474
206	0.055981307
207	0.05548986138
208	0.05529577326
209	0.05503055749
210	0.05464957551
211	0.05419185749
212	0.05375230943
213	0.05312447277
214	0.05294398313
215	0.05238463194
216	0.0521291471
217	0.05135014507
218	0.05113930484
219	0.05093629844
220	0.05084186261
221	0.05074928842
222	0.05056360142
223	0.05009068564
224	0.04979755915
225	0.04922465265
226	0.04857788377
227	0.04841659143
228	0.04802516498
229	0.04777730145
230	0.0476051956
231	0.04746164869
232	0.04732001067
233	0.04699795311
234	0.04669835191
235	0.04632592285
236	0.04599355182
237	0.04556405968
238	0.04529894545
239	0.04485135252
240	0.04462784052
241	0.04429637038
242	0.04393428571
243	0.0436384802
244	0.04336014902
245	0.04317268026
246	0.04299563485
247	0.04284938587
248	0.04261624588
249	0.04220951633
250	0.04183850156
251	0.04145629408
252	0.04105854871
253	0.04085279789
254	0.04059957323
255	0.04039706481
256	0.04007411199
257	0.03970395655
258	0.03932695551
259	0.03903896398
260	0.03890723357
261	0.03848163454
262	0.03813874068
263	0.03802075961
264	0.03764370676
265	0.03757053924
266	0.03746129236
267	0.03734153548
268	0.0369041674
269	0.03666023037
270	0.03649895997
271	0.03647968278
272	0.0361911731
273	0.03592812883
274	0.03572779265
275	0.03563728568
276	0.0354996746
277	0.03507875045
278	0.03492651671
279	0.03465791101
280	0.03447729471
281	0.03421309267
282	0.03383773136
283	0.0334955468
284	0.0332332133
285	0.03293890911
286	0.03273891844
287	0.03262885307
288	0.03254391915
289	0.03231431822
290	0.03222983562
291	0.03192976821
292	0.03182781942
293	0.03171149184
294	0.03149304256
295	0.03131804229
296	0.03117592365
297	0.03102576862
298	0.03087364254
299	0.03075851546
300	0.03068316036
301	0.03059940656
302	0.03040674579
303	0.03025231872
304	0.03013067426
305	0.02995970635
306	0.0298483083
307	0.02970385808
308	0.0295789111
309	0.02944954741
310	0.02924491685
311	0.02905082941
312	0.02871127639
313	0.02859166829
314	0.02839573908
315	0.02823601035
316	0.02806907381
317	0.02797461827
318	0.02778956318
319	0.02761265996
320	0.02746986995
321	0.02742778474
322	0.02736566461
323	0.02719970285
324	0.02713684375
325	0.02708357686
326	0.02686033443
327	0.02679035417
328	0.02673388095
329	0.02664644008
330	0.02656844179
331	0.02644170948
332	0.02639218177
333	0.02624553268
334	0.0261237612
335	0.02609141039
336	0.02591024355
337	0.02579712048
338	0.02574854657
339	0.02564656454
340	0.0255446692
341	0.02540978767
